QtrNum,Force Name,Region,Financial Year,Financial Quarter,Population,Knife enabled,Violence with Injury,Homicide and serious injury,Knife Crime,RateKE,RateVWI,RateKC,ZScoreKE,ZScoreVWI,ZScoreKC
29,Bedfordshire,East,2015/16,Q1,664.479,20,58,1,79,0.300987691,0.872864304,1.18890138,-0.176183699,0.864249599,0.312387507
41,Bedfordshire,East,2018/19,Q1,664.479,29,47,3,79,0.436432152,0.707321074,1.18890138,0.178061165,0.347706662,0.312387507
28,Nottinghamshire,East Midlands,2014/15,Q4,1135.992,60,72,3,135,0.528172734,0.63380728,1.188388651,0.418001798,0.118322283,0.311608675
26,Cleveland,North East,2014/15,Q2,564.3,18,49,0,67,0.318979266,0.868332447,1.187311714,-0.129128079,0.85010889,0.309972816
16,West Yorkshire,Yorkshire,2011/12,Q4,2299.673,132,135,6,273,0.573994651,0.587039984,1.1871253,0.537845597,-0.02760526,0.309689655
29,Northamptonshire,East Midlands,2015/16,Q1,733.128,31,54,2,87,0.42284567,0.736569876,1.186695911,0.142526735,0.438971415,0.309037416
20,Northamptonshire,East Midlands,2012/13,Q4,733.128,38,48,1,87,0.51832695,0.654728779,1.186695911,0.392250887,0.183603432,0.309037416
24,Northamptonshire,East Midlands,2013/14,Q4,733.128,46,41,0,87,0.627448413,0.559247498,1.186695911,0.677649917,-0.114325882,0.309037416
36,Greater Manchester,North West,2016/17,Q4,2782.141,187,137,6,330,0.672144223,0.492426516,1.186136864,0.794548467,-0.322826745,0.308188227
38,Warwickshire,West Midlands,2017/18,Q2,556.75,31,35,0,66,0.556802874,0.628648406,1.18545128,0.49288179,0.102225098,0.30714683
23,Lancashire,North West,2013/14,Q3,1485.042,72,102,2,176,0.484834772,0.686849261,1.185151666,0.3046546,0.283828661,0.306691719
2,South Wales,Wales,2008/09,Q2,1317.325,49,106,1,156,0.371965916,0.804660961,1.184218018,0.009454542,0.651435367,0.305273514
42,Surrey,South East,2018/19,Q2,1176.549,57,80,2,139,0.48446771,0.679954681,1.181421258,0.303694576,0.262315571,0.301025257
31,Merseyside,North West,2015/16,Q3,1406.447,54,110,2,166,0.383946213,0.782112657,1.1802791,0.040788115,0.581078113,0.299290327
16,Nottinghamshire,East Midlands,2011/12,Q4,1135.992,81,53,0,134,0.71303319,0.466552581,1.179585772,0.901490506,-0.403560933,0.298237166
40,Durham,North East,2017/18,Q4,627.789,20,53,1,74,0.318578376,0.844232696,1.178739991,-0.130176578,0.774910669,0.296952431
6,Sussex,South East,2009/10,Q2,1680.791,53,143,2,198,0.315327724,0.850789896,1.178016779,-0.138678416,0.795371037,0.295853877
20,West Yorkshire,Yorkshire,2012/13,Q4,2299.673,126,141,3,270,0.547903985,0.613130649,1.174079967,0.469607411,0.053805192,0.289873889
9,Lancashire,North West,2010/11,Q1,1485.042,41,131,2,174,0.276086468,0.882129933,1.171684033,-0.241310988,0.893161051,0.286234483
25,Cleveland,North East,2014/15,Q1,564.3,20,43,3,66,0.354421407,0.762006025,1.169590643,-0.036431809,0.518339585,0.283054639
32,Staffordshire,West Midlands,2015/16,Q4,1120.348,29,101,1,131,0.258848144,0.901505604,1.169279545,-0.286396536,0.953618768,0.282582083
23,Leicestershire,East Midlands,2013/14,Q3,1069.906,35,90,0,125,0.327131542,0.841195395,1.168326937,-0.10780641,0.765433407,0.281135078
3,Avon and Somerset,South West,2008/09,Q3,1680.715,97,97,2,196,0.577135326,0.577135326,1.16617035,0.5460598,-0.058510666,0.277859238
36,Cambridgeshire,East,2016/17,Q4,849.035,34,63,2,99,0.400454634,0.74201888,1.166029669,0.083964655,0.45597389,0.277645545
42,Dyfed-Powys,Wales,2018/19,Q2,515.87,6,54,0,60,0.116308372,1.04677535,1.163083723,-0.659198654,1.406902551,0.273170673
42,Hampshire,South East,2018/19,Q2,1969.331,80,141,8,229,0.406229324,0.715979183,1.162831439,0.099067924,0.374722474,0.272787456
10,Nottinghamshire,East Midlands,2010/11,Q2,1135.992,69,62,1,132,0.607398644,0.545778491,1.161980014,0.625211244,-0.156353094,0.271494148
38,South Wales,Wales,2017/18,Q2,1317.325,29,122,2,153,0.220143093,0.926119219,1.161444594,-0.387626703,1.030420393,0.270680849
37,Wiltshire,South West,2017/18,Q1,706.314,19,63,0,82,0.269002172,0.89195457,1.160956742,-0.259839434,0.92381677,0.269939805
38,Avon and Somerset,South West,2017/18,Q2,1680.715,60,132,3,195,0.356990924,0.785380032,1.160220501,-0.029711431,0.591273271,0.268821461
32,Northamptonshire,East Midlands,2015/16,Q4,733.128,33,49,3,85,0.450126035,0.668368961,1.159415545,0.213876493,0.226164762,0.267598739
38,Greater Manchester,North West,2017/18,Q2,2782.141,152,153,17,322,0.546341828,0.549936182,1.157382031,0.465521707,-0.143379891,0.264509845
38,Gloucestershire,South West,2017/18,Q2,623.129,19,51,2,72,0.304912787,0.818450112,1.155458982,-0.165917905,0.694461523,0.261588748
41,North Wales,Wales,2018/19,Q1,695.822,18,62,0,80,0.258686848,0.891032477,1.149719325,-0.286818393,0.920939572,0.25287025
15,Leicestershire,East Midlands,2011/12,Q3,1069.906,42,74,7,123,0.392557851,0.691649547,1.149633706,0.063311209,0.298806947,0.252740196
35,Warwickshire,West Midlands,2016/17,Q3,556.75,24,40,0,64,0.431073193,0.718455321,1.149528514,0.164045207,0.382448745,0.25258041
28,South Yorkshire,Yorkshire,2014/15,Q4,1384.969,88,70,1,159,0.635393283,0.505426475,1.148040137,0.698429132,-0.282263099,0.250319576
33,Hertfordshire,East,2016/17,Q1,1176.72,51,82,2,135,0.433408117,0.696852267,1.147256782,0.170152028,0.315040945,0.249129665
1,Northamptonshire,East Midlands,2008/09,Q1,733.128,26,58,0,84,0.354644755,0.791130607,1.145775363,-0.035847659,0.609216737,0.2468794
16,Northamptonshire,East Midlands,2011/12,Q4,733.128,43,40,1,84,0.586527864,0.545607316,1.145775363,0.570625281,-0.156887212,0.2468794
21,Lancashire,North West,2013/14,Q1,1485.042,43,122,5,170,0.2895541,0.821525586,1.144748768,-0.206087402,0.704057895,0.245320011
26,Bedfordshire,East,2014/15,Q2,664.479,24,52,0,76,0.361185229,0.782567997,1.143753226,-0.018741538,0.582498906,0.24380779
3,Humberside,Yorkshire,2008/09,Q3,927.866,29,76,1,106,0.31254513,0.81908379,1.142406339,-0.145956081,0.696438782,0.241761878
13,Leicestershire,East Midlands,2011/12,Q1,1069.906,52,67,3,122,0.486024006,0.626223238,1.140287091,0.307764951,0.09465787,0.238542755
2,Cleveland,North East,2008/09,Q2,564.3,14,47,3,64,0.248094985,0.832890307,1.134148503,-0.314520619,0.739519121,0.229218285
9,Cleveland,North East,2010/11,Q1,564.3,15,46,3,64,0.265816055,0.815169236,1.134148503,-0.268172484,0.684224237,0.229218285
34,Northamptonshire,East Midlands,2016/17,Q2,733.128,38,44,1,83,0.51832695,0.600168047,1.13213518,0.392250887,0.01335811,0.226160062
37,Warwickshire,West Midlands,2017/18,Q1,556.75,23,40,0,63,0.41311181,0.718455321,1.131567131,0.117068552,0.382448745,0.2252972
14,Lancashire,North West,2011/12,Q2,1485.042,45,120,3,168,0.303021733,0.808057954,1.131281135,-0.170863816,0.662034972,0.224862775
29,Leicestershire,East Midlands,2015/16,Q1,1069.906,31,88,2,121,0.28974508,0.822502164,1.130940475,-0.205587907,0.7071051,0.224345314
10,Leicestershire,East Midlands,2010/11,Q2,1069.906,56,62,3,121,0.523410468,0.579490161,1.130940475,0.405546448,-0.051162898,0.224345314
10,Thames Valley,South East,2010/11,Q2,2379.191,96,171,2,269,0.4034985,0.718731703,1.130636422,0.091925659,0.383311138,0.22388346
38,Hampshire,South East,2017/18,Q2,1969.331,58,161,3,222,0.29451626,0.817536514,1.127286373,-0.193109245,0.69161083,0.21879476
39,Hampshire,South East,2017/18,Q3,1969.331,66,152,4,222,0.335139192,0.771835715,1.127286373,-0.086863002,0.54901107,0.21879476
35,Suffolk,East,2016/17,Q3,745.274,26,56,2,84,0.348864981,0.751401498,1.127102247,-0.050964226,0.485250381,0.218515074
17,Nottinghamshire,East Midlands,2012/13,Q1,1135.992,66,59,3,128,0.580990007,0.519369855,1.126768498,0.556141429,-0.238755707,0.218008112
8,South Yorkshire,Yorkshire,2009/10,Q4,1384.969,85,70,1,156,0.613732149,0.505426475,1.126379002,0.641776053,-0.282263099,0.21741647
31,Staffordshire,West Midlands,2015/16,Q3,1120.348,27,98,1,126,0.240996548,0.874728209,1.124650555,-0.333086051,0.870065524,0.214790971
6,Staffordshire,West Midlands,2009/10,Q2,1120.348,35,91,0,126,0.312402932,0.812247623,1.124650555,-0.14632799,0.675107956,0.214790971
27,Lancashire,North West,2014/15,Q3,1485.042,52,111,4,167,0.350158447,0.747453607,1.124547319,-0.047581263,0.472931817,0.214634157
17,West Yorkshire,Yorkshire,2012/13,Q1,2299.673,131,125,2,258,0.569646206,0.54355554,1.121898635,0.526472566,-0.163289347,0.210610825
9,Leicestershire,East Midlands,2010/11,Q1,1069.906,59,60,1,120,0.551450314,0.56079693,1.12159386,0.478882571,-0.109491206,0.210147873
27,Humberside,Yorkshire,2014/15,Q3,927.866,34,68,2,104,0.366432222,0.732864444,1.120851502,-0.005018421,0.427409391,0.209020238
29,Humberside,Yorkshire,2015/16,Q1,927.866,32,68,4,104,0.344877385,0.732864444,1.120851502,-0.061393485,0.427409391,0.209020238
43,Cambridgeshire,East,2018/19,Q3,849.035,41,49,5,95,0.482901176,0.577125796,1.118917359,0.299597423,-0.058540404,0.206082289
20,Merseyside,North West,2012/13,Q4,1406.447,70,84,3,157,0.497708054,0.597249665,1.116288065,0.338323707,0.004251911,0.20208841
19,Merseyside,North West,2012/13,Q3,1406.447,74,78,5,157,0.526148515,0.554588975,1.116288065,0.412707605,-0.128861828,0.20208841
38,Durham,North East,2017/18,Q2,627.789,15,53,2,70,0.238933782,0.844232696,1.115024315,-0.338481061,0.774910669,0.200168784
39,Durham,North East,2017/18,Q3,627.789,21,49,0,70,0.334507295,0.780517021,1.115024315,-0.088515682,0.576099265,0.200168784
17,Bedfordshire,East,2012/13,Q1,664.479,30,40,4,74,0.451481537,0.601975382,1.113654457,0.217421705,0.01899752,0.198087979
35,Humberside,Yorkshire,2016/17,Q3,927.866,28,74,1,103,0.301767712,0.797528954,1.110074084,-0.174143613,0.629181434,0.192649418
15,Humberside,Yorkshire,2011/12,Q3,927.866,33,66,4,103,0.355654804,0.711309607,1.110074084,-0.033205953,0.360152043,0.192649418
25,Humberside,Yorkshire,2014/15,Q1,927.866,30,66,7,103,0.323322549,0.711309607,1.110074084,-0.117768549,0.360152043,0.192649418
33,Humberside,Yorkshire,2016/17,Q1,927.866,34,65,4,103,0.366432222,0.700532189,1.110074084,-0.005018421,0.326523369,0.192649418
39,Kent,South East,2017/18,Q3,1820.435,60,139,3,202,0.329591554,0.763553766,1.109624897,-0.101372435,0.523168986,0.191967107
4,South Wales,Wales,2008/09,Q4,1317.325,66,76,4,146,0.501015315,0.576926727,1.108306606,0.3469736,-0.059161558,0.189964632
34,Hertfordshire,East,2016/17,Q2,1176.72,42,84,4,130,0.356924332,0.713848664,1.10476579,-0.029885596,0.368074638,0.184586157
29,South Yorkshire,Yorkshire,2015/16,Q1,1384.969,58,94,1,153,0.418781937,0.678715552,1.104717867,0.131898345,0.25844913,0.184513364
26,Lancashire,North West,2014/15,Q2,1485.042,42,116,6,164,0.282820284,0.781122689,1.10434587,-0.223699195,0.577989125,0.183948303
31,Lancashire,North West,2015/16,Q3,1485.042,51,108,5,164,0.34342463,0.727252159,1.10434587,-0.065193057,0.409897431,0.183948303
31,West Mercia,West Midlands,2015/16,Q3,1258.711,39,96,4,139,0.309840782,0.762685001,1.104304324,-0.153029103,0.520458186,0.183885195
40,Kent,South East,2017/18,Q4,1820.435,73,126,2,201,0.401003057,0.692142263,1.104131705,0.085399014,0.300344364,0.183622987
9,Derbyshire,East Midlands,2010/11,Q1,1041.998,36,76,3,115,0.345490107,0.729368003,1.103648951,-0.059790958,0.416499479,0.182889688
22,Leicestershire,East Midlands,2013/14,Q2,1069.906,37,78,3,118,0.345824773,0.729036009,1.102900629,-0.058915662,0.415463562,0.181752992
29,Merseyside,North West,2015/16,Q1,1406.447,52,102,1,155,0.369725983,0.725231736,1.102067835,0.003596166,0.403593128,0.180487984
37,Hampshire,South East,2017/18,Q1,1969.331,67,149,1,217,0.340217058,0.756602115,1.10189704,-0.073582221,0.501477817,0.180228548
34,Thames Valley,South East,2016/17,Q2,2379.191,69,192,1,262,0.290014547,0.806997,1.101214657,-0.204883138,0.658724488,0.179192012
44,Durham,North East,2018/19,Q4,627.789,16,51,2,69,0.254862701,0.812374858,1.099095397,-0.296820164,0.675504967,0.175972872
24,Cleveland,North East,2013/14,Q4,564.3,19,40,3,62,0.336700337,0.708842814,1.098706362,-0.082779944,0.352454932,0.175381931
5,Staffordshire,West Midlands,2009/10,Q1,1120.348,46,75,2,123,0.410586711,0.669434854,1.097873161,0.110464344,0.229490657,0.174116304
22,Lancashire,North West,2013/14,Q2,1485.042,43,115,5,163,0.2895541,0.774388873,1.097612054,-0.206087402,0.556977663,0.173719685
5,South Yorkshire,Yorkshire,2009/10,Q1,1384.969,65,84,3,152,0.469324584,0.60651177,1.097497489,0.264088862,0.033152368,0.173545662
43,West Mercia,West Midlands,2018/19,Q3,1258.711,40,92,6,138,0.317785417,0.730906459,1.096359689,-0.132250503,0.42129991,0.171817351
42,Hertfordshire,East,2018/19,Q2,1176.72,49,77,3,129,0.416411721,0.654361275,1.096267591,0.125699223,0.182456715,0.171677456
21,Merseyside,North West,2013/14,Q1,1406.447,63,89,2,154,0.447937249,0.632800241,1.09495772,0.208151886,0.115180027,0.169687771
43,North Wales,Wales,2018/19,Q3,695.822,14,61,1,76,0.201200882,0.876660985,1.092233359,-0.43716864,0.876096346,0.165549486
40,Gloucestershire,South West,2017/18,Q4,623.129,23,43,2,68,0.369104953,0.690065781,1.091266816,0.001971907,0.293865138,0.164081315
35,Gloucestershire,South West,2016/17,Q3,623.129,29,37,2,68,0.465393201,0.593777532,1.091266816,0.253806624,-0.006582151,0.164081315
7,South Yorkshire,Yorkshire,2009/10,Q3,1384.969,75,74,2,151,0.541528366,0.534307988,1.090277111,0.452932458,-0.192144394,0.16257796
36,Dorset,South West,2016/17,Q4,771.884,17,65,2,84,0.220240347,0.842095444,1.08824642,-0.387372342,0.768241824,0.159493356
37,Kent,South East,2017/18,Q1,1820.435,65,131,2,198,0.357057516,0.719608226,1.087652127,-0.029537262,0.386046141,0.158590629
43,Dyfed-Powys,Wales,2018/19,Q3,515.87,5,50,1,56,0.096923644,0.969236436,1.085544808,-0.709897963,1.164958627,0.155389626
2,Leicestershire,East Midlands,2008/09,Q2,1069.906,51,63,2,116,0.47667739,0.588836776,1.084207398,0.283319577,-0.021998745,0.15335811
13,Cleveland,North East,2011/12,Q1,564.3,21,39,1,61,0.372142477,0.691121744,1.080985292,0.009916326,0.297160048,0.148463754
1,Humberside,Yorkshire,2008/09,Q1,927.866,40,60,0,100,0.431096732,0.646645097,1.077741829,0.164106771,0.15838,0.143536958
23,Northamptonshire,East Midlands,2013/14,Q3,733.128,40,36,3,79,0.545607316,0.491046584,1.077574448,0.463600644,-0.327132534,0.143282708
10,Lancashire,North West,2010/11,Q2,1485.042,44,112,4,160,0.296287916,0.754187424,1.077410605,-0.188475609,0.493943278,0.143033831
4,Essex,East,2008/09,Q4,1802.164,91,99,4,194,0.504948495,0.549339572,1.076483605,0.357260539,-0.145241489,0.141625725
1,South Yorkshire,Yorkshire,2008/09,Q1,1384.969,44,102,3,149,0.317696642,0.736478578,1.075836354,-0.132482688,0.438686539,0.140642556
30,Cambridgeshire,East,2015/16,Q2,849.035,35,54,2,91,0.412232711,0.636016183,1.071805049,0.114769336,0.125214701,0.134519033
28,Staffordshire,West Midlands,2014/15,Q4,1120.348,40,79,1,120,0.357031922,0.705138046,1.071095767,-0.029604202,0.340894982,0.133441638
5,Sussex,South East,2009/10,Q1,1680.791,51,126,3,180,0.303428564,0.749647041,1.070924345,-0.169799778,0.479775967,0.133181249
31,South Yorkshire,Yorkshire,2015/16,Q3,1384.969,50,95,3,148,0.361018911,0.685935931,1.068615976,-0.019176531,0.280978806,0.129674854
24,South Yorkshire,Yorkshire,2013/14,Q4,1384.969,73,74,1,148,0.52708761,0.534307988,1.068615976,0.415163738,-0.192144394,0.129674854
23,Bedfordshire,East,2013/14,Q3,664.479,29,37,5,71,0.436432152,0.556827229,1.068506303,0.178061165,-0.121877826,0.129508262
28,Humberside,Yorkshire,2014/15,Q4,927.866,31,67,1,99,0.334099967,0.722087025,1.066964411,-0.089581017,0.393780717,0.127166138
6,Humberside,Yorkshire,2009/10,Q2,927.866,31,63,5,99,0.334099967,0.678977352,1.066964411,-0.089581017,0.259266021,0.127166138
43,Hampshire,South East,2018/19,Q3,1969.331,92,114,4,210,0.467163722,0.578876786,1.066351974,0.258437289,-0.053076806,0.126235851
33,Leicestershire,East Midlands,2016/17,Q1,1069.906,44,70,0,114,0.411251082,0.654263085,1.065514167,0.112201958,0.182150332,0.124963228
6,Leicestershire,East Midlands,2009/10,Q2,1069.906,46,66,2,114,0.429944313,0.616876623,1.065514167,0.161092706,0.065493717,0.124963228
8,Leicestershire,East Midlands,2009/10,Q4,1069.906,49,64,1,114,0.457984159,0.598183392,1.065514167,0.234428829,0.007165409,0.124963228
32,Lancashire,North West,2015/16,Q4,1485.042,40,117,1,158,0.269352651,0.787856505,1.063942973,-0.258922781,0.599000587,0.122576595
26,Northamptonshire,East Midlands,2014/15,Q2,733.128,29,49,0,78,0.395565304,0.668368961,1.063934265,0.071176977,0.226164762,0.122563369
10,Northamptonshire,East Midlands,2010/11,Q2,733.128,32,42,4,78,0.436485852,0.572887681,1.063934265,0.178201614,-0.071764551,0.122563369
38,North Wales,Wales,2017/18,Q2,695.822,10,58,6,74,0.143714916,0.83354651,1.063490375,-0.587518888,0.741566668,0.121889104
1,Essex,East,2008/09,Q1,1802.164,76,112,3,191,0.421715227,0.621475071,1.059836952,0.139570147,0.07984221,0.116339579
30,Lancashire,North West,2015/16,Q2,1485.042,34,118,5,157,0.228949754,0.794590321,1.057209156,-0.36459354,0.620012049,0.112347977
6,Lancashire,North West,2009/10,Q2,1485.042,39,115,3,157,0.262618835,0.774388873,1.057209156,-0.276534575,0.556977663,0.112347977
10,Humberside,Yorkshire,2010/11,Q2,927.866,31,64,3,98,0.334099967,0.689754771,1.056186993,-0.089581017,0.292894695,0.110795318
4,Leicestershire,East Midlands,2008/09,Q4,1069.906,43,69,1,113,0.401904466,0.644916469,1.056167551,0.087756583,0.152986178,0.110765787
28,Leicestershire,East Midlands,2014/15,Q4,1069.906,45,66,2,113,0.420597697,0.616876623,1.056167551,0.136647332,0.065493717,0.110765787
38,Kent,South East,2017/18,Q2,1820.435,57,135,0,192,0.313111976,0.741580996,1.054692972,-0.144473538,0.454607563,0.108525911
16,Staffordshire,West Midlands,2011/12,Q4,1120.348,42,74,2,118,0.374883518,0.660509056,1.053244171,0.017085313,0.201639576,0.106325193
13,Merseyside,North West,2011/12,Q1,1406.447,85,62,1,148,0.60435978,0.440827134,1.052297029,0.617263325,-0.483831798,0.104886492
40,Hampshire,South East,2017/18,Q4,1969.331,78,126,3,207,0.39607359,0.639811185,1.051118375,0.072506363,0.137056208,0.103096124
13,Thames Valley,South East,2011/12,Q1,2379.191,104,143,3,250,0.437123375,0.601044641,1.050777344,0.179869007,0.016093337,0.102578101
30,Northamptonshire,East Midlands,2015/16,Q2,733.128,24,50,3,77,0.327364389,0.682009144,1.050294082,-0.107197417,0.268726093,0.10184403
2,Cheshire,North West,2008/09,Q2,1048.087,31,77,2,110,0.295776973,0.734671835,1.049531193,-0.189811944,0.433048977,0.100685208
39,Cheshire,North West,2017/18,Q3,1048.087,35,75,0,110,0.333941743,0.71558945,1.049531193,-0.089994839,0.373506395,0.100685208
42,Essex,East,2018/19,Q2,1802.164,79,105,5,189,0.43836188,0.582632879,1.048739182,0.183108225,-0.041356705,0.099482149
34,West Mercia,West Midlands,2016/17,Q2,1258.711,33,96,3,132,0.262172969,0.762685001,1.048691876,-0.277700704,0.520458186,0.099410291
27,Cambridgeshire,East,2014/15,Q3,849.035,28,61,0,89,0.329786169,0.718462725,1.048248894,-0.100863433,0.382471848,0.098737405
33,Cambridgeshire,East,2016/17,Q1,849.035,29,56,4,89,0.341564246,0.659572338,1.048248894,-0.070058752,0.198716743,0.098737405
35,Wiltshire,South West,2016/17,Q3,706.314,18,56,0,74,0.254844163,0.792848506,1.047692669,-0.296868649,0.61457708,0.097892503
1,Leicestershire,East Midlands,2008/09,Q1,1069.906,36,76,0,112,0.336478158,0.710342778,1.046820936,-0.083361036,0.357135255,0.096568346
27,Leicestershire,East Midlands,2014/15,Q3,1069.906,37,70,5,112,0.345824773,0.654263085,1.046820936,-0.058915662,0.182150332,0.096568346
40,Dyfed-Powys,Wales,2017/18,Q4,515.87,4,49,1,54,0.077538915,0.949851707,1.04677535,-0.760597272,1.104472645,0.096499102
36,Suffolk,East,2016/17,Q4,745.274,15,61,2,78,0.201268258,0.818490917,1.046594944,-0.436992422,0.694588847,0.096225066
43,North Yorkshire,Yorkshire,2018/19,Q3,813.233,13,72,0,85,0.159855785,0.88535512,1.045210905,-0.54530365,0.903224569,0.094122721
11,Merseyside,North West,2010/11,Q3,1406.447,87,57,3,147,0.61858001,0.405276559,1.045186914,0.654455274,-0.594759914,0.094086279
29,Staffordshire,West Midlands,2015/16,Q1,1120.348,18,96,3,117,0.160664365,0.856876613,1.044318373,-0.54318887,0.814363362,0.092766971
34,Kent,South East,2016/17,Q2,1820.435,61,128,1,190,0.335084746,0.703128648,1.043706587,-0.0870054,0.334625075,0.091837672
41,Essex,East,2018/19,Q1,1802.164,80,101,7,188,0.443910765,0.560437341,1.043190298,0.197620918,-0.110613228,0.091053433
3,Essex,East,2008/09,Q3,1802.164,98,86,4,188,0.543790687,0.477204072,1.043190298,0.458849389,-0.370325189,0.091053433
39,Warwickshire,West Midlands,2017/18,Q3,556.75,24,32,2,58,0.431073193,0.574764257,1.041760216,0.164045207,-0.065909091,0.088881149
1,Sussex,South East,2008/09,Q1,1680.791,46,126,3,175,0.273680666,0.749647041,1.041176446,-0.247603183,0.479775967,0.087994407
41,Cheshire,North West,2018/19,Q1,1048.087,34,70,5,109,0.324400551,0.667883487,1.039990001,-0.114949115,0.22464994,0.086192205
18,Merseyside,North West,2012/13,Q2,1406.447,67,75,4,146,0.476377709,0.53325863,1.038076799,0.282535784,-0.195418697,0.083286066
12,Merseyside,North West,2010/11,Q4,1406.447,74,71,1,146,0.526148515,0.504818169,1.038076799,0.412707605,-0.28416119,0.083286066
14,Leicestershire,East Midlands,2011/12,Q2,1069.906,60,50,1,111,0.56079693,0.467330775,1.03747432,0.503327945,-0.401132744,0.082370905
38,Hertfordshire,East,2017/18,Q2,1176.72,42,78,2,122,0.356924332,0.662859474,1.036780203,-0.029885596,0.208973561,0.081316545
7,Cambridgeshire,East,2009/10,Q3,849.035,30,57,1,88,0.353342324,0.671350415,1.036470817,-0.03925407,0.235467764,0.080846591
6,Avon and Somerset,South West,2009/10,Q2,1680.715,68,101,5,174,0.404589713,0.600934721,1.035273678,0.094779646,0.015750356,0.079028146
38,Wiltshire,South West,2017/18,Q2,706.314,15,58,0,73,0.212370136,0.821164525,1.03353466,-0.407956292,0.702931277,0.07638659
36,Hampshire,South East,2016/17,Q4,1969.331,75,123,5,203,0.380839991,0.624577585,1.030806909,0.032664022,0.089522954,0.072243155
33,Lancashire,North West,2016/17,Q1,1485.042,32,118,3,153,0.215482121,0.794590321,1.030273891,-0.399817127,0.620012049,0.071433506
4,Sussex,South East,2008/09,Q4,1680.791,50,121,2,173,0.297478985,0.719899143,1.029277287,-0.185360459,0.386953887,0.069919671
44,Surrey,South East,2018/19,Q4,1176.549,32,82,7,121,0.271981872,0.696953548,1.028431455,-0.25204625,0.315356971,0.068634859
44,Dyfed-Powys,Wales,2018/19,Q4,515.87,5,48,0,53,0.096923644,0.930466978,1.027390622,-0.709897963,1.043986664,0.06705384
43,Gloucestershire,South West,2018/19,Q3,623.129,16,47,1,64,0.256768663,0.754257947,1.027074651,-0.291835263,0.49416333,0.066573883
39,Essex,East,2017/18,Q3,1802.164,78,100,7,185,0.432812996,0.554888456,1.026543644,0.168595532,-0.127927359,0.065767288
8,Essex,East,2009/10,Q4,1802.164,93,90,2,185,0.516046264,0.499399611,1.026543644,0.386285925,-0.301068666,0.065767288
10,Cambridgeshire,East,2010/11,Q2,849.035,38,46,3,87,0.447566944,0.541791563,1.024692739,0.20718338,-0.168793467,0.062955777
22,Merseyside,North West,2013/14,Q2,1406.447,55,86,3,144,0.391056328,0.611469895,1.023856569,0.059384089,0.048623158,0.06168564
4,Humberside,Yorkshire,2008/09,Q4,927.866,22,71,2,95,0.237103202,0.765196699,1.023854738,-0.343268805,0.528295412,0.061682858
4,Warwickshire,West Midlands,2008/09,Q4,556.75,17,37,3,57,0.305343511,0.664571172,1.023798833,-0.164791377,0.214314556,0.061597939
7,Lancashire,North West,2009/10,Q3,1485.042,49,100,3,152,0.329956998,0.673381628,1.023540075,-0.100416643,0.241805738,0.061204888
11,Lancashire,North West,2010/11,Q3,1485.042,54,96,2,152,0.363626079,0.646446363,1.023540075,-0.012357677,0.157759891,0.061204888
25,Bedfordshire,East,2014/15,Q1,664.479,26,41,1,68,0.391283998,0.617024767,1.02335815,0.059979543,0.065955969,0.060928545
28,Bedfordshire,East,2014/15,Q4,664.479,28,37,3,68,0.421382768,0.556827229,1.02335815,0.138700624,-0.121877826,0.060928545
5,Northamptonshire,East Midlands,2009/10,Q1,733.128,41,34,0,75,0.559247498,0.463766218,1.023013717,0.499275523,-0.412255196,0.060405353
24,Leicestershire,East Midlands,2013/14,Q4,1069.906,29,74,6,109,0.271051849,0.691649547,1.018781089,-0.254478656,0.298806947,0.053976023
34,Leicestershire,East Midlands,2016/17,Q2,1069.906,35,73,1,109,0.327131542,0.682302931,1.018781089,-0.10780641,0.269642793,0.053976023
9,Avon and Somerset,South West,2010/11,Q1,1680.715,84,87,0,171,0.499787293,0.517636839,1.017424132,0.3437618,-0.244163219,0.051914815
42,West Mercia,West Midlands,2018/19,Q2,1258.711,30,93,5,128,0.238339063,0.738851094,1.016913334,-0.340036504,0.446089479,0.051138917
19,Lancashire,North West,2012/13,Q3,1485.042,50,99,2,151,0.336690814,0.666647812,1.016806259,-0.08280485,0.220794276,0.05097627
32,Cambridgeshire,East,2015/16,Q4,849.035,26,58,2,86,0.306230014,0.683128493,1.012914662,-0.162472795,0.272218785,0.045064963
26,Cambridgeshire,East,2014/15,Q2,849.035,33,48,5,86,0.388676556,0.565347718,1.012914662,0.053159973,-0.095291425,0.045064963
37,Gloucestershire,South West,2017/18,Q1,623.129,26,37,0,63,0.417249077,0.593777532,1.011026609,0.127889265,-0.006582151,0.042197024
10,South Yorkshire,Yorkshire,2010/11,Q2,1384.969,60,73,7,140,0.433222693,0.52708761,1.01085295,0.169667064,-0.21467407,0.041933238
25,Northamptonshire,East Midlands,2014/15,Q1,733.128,35,38,1,74,0.477406401,0.51832695,1.009373534,0.28522625,-0.242009873,0.039686015
3,Staffordshire,West Midlands,2008/09,Q3,1120.348,22,90,1,113,0.196367557,0.803321825,1.00861518,-0.44980984,0.647256875,0.038534081
34,Derbyshire,East Midlands,2016/17,Q2,1041.998,33,70,2,105,0.316699264,0.671786318,1.007679477,-0.135091254,0.236827907,0.037112755
2,Derbyshire,East Midlands,2008/09,Q2,1041.998,40,63,2,105,0.383877896,0.604607686,1.007679477,0.040609436,0.027211073,0.037112755
