QtrNum,Force Name,Region,Financial Year,Financial Quarter,Population,Knife enabled,Violence with Injury,Homicide and serious injury,Knife Crime,RateKE,RateVWI,RateKC,ZScoreKE,ZScoreVWI,ZScoreKC
12,Avon and Somerset,South West,2010/11,Q4,1680.715,55,76,6,137,0.32724168,0.452188503,0.815129275,-0.107518354,-0.448381028,-0.255369601
20,Dyfed-Powys,Wales,2012/13,Q4,515.87,2,38,2,42,0.038769457,0.736619691,0.814158606,-0.86199589,0.439126852,-0.256844041
35,Kent,South East,2016/17,Q3,1820.435,53,94,1,148,0.291139206,0.516360101,0.812992499,-0.201941677,-0.248147013,-0.258615348
30,Hampshire,South East,2015/16,Q2,1969.331,34,124,2,160,0.172647463,0.629655452,0.812458647,-0.511847974,0.105367372,-0.259426266
34,Durham,North East,2016/17,Q2,627.789,7,42,2,51,0.111502432,0.669014589,0.812374858,-0.671768233,0.228179308,-0.25955354
15,South Wales,Wales,2011/12,Q3,1317.325,34,73,0,107,0.258098799,0.554153303,0.812252102,-0.288356392,-0.13022125,-0.259740006
34,Cheshire,North West,2016/17,Q2,1048.087,21,63,1,85,0.200365046,0.601095138,0.811001377,-0.439354707,0.016250903,-0.261639849
4,Northumbria,North East,2008/09,Q4,1444.759,32,85,0,117,0.221490228,0.588333418,0.809823645,-0.384103373,-0.02356937,-0.263428814
35,Avon and Somerset,South West,2016/17,Q3,1680.715,41,90,5,136,0.243943798,0.535486385,0.809179427,-0.325377739,-0.188467453,-0.264407378
33,Avon and Somerset,South West,2016/17,Q1,1680.715,50,82,4,136,0.297492436,0.487887595,0.809179427,-0.185325277,-0.336989496,-0.264407378
26,Hertfordshire,East,2014/15,Q2,1176.72,27,67,1,95,0.229451356,0.569379292,0.807328846,-0.363281636,-0.082711746,-0.267218396
39,Wiltshire,South West,2017/18,Q3,706.314,17,40,0,57,0.240686154,0.566320362,0.807006516,-0.333897863,-0.092256495,-0.267708014
30,Derbyshire,East Midlands,2015/16,Q2,1041.998,23,60,1,84,0.22072979,0.575816844,0.806143582,-0.38609224,-0.062624713,-0.269018804
8,Derbyshire,East Midlands,2009/10,Q4,1041.998,37,46,1,84,0.355087054,0.441459581,0.806143582,-0.03469086,-0.481858381,-0.269018804
34,Suffolk,East,2016/17,Q2,745.274,20,40,0,60,0.268357678,0.536715356,0.805073034,-0.26152506,-0.184632708,-0.270644959
5,Gwent,Wales,2009/10,Q1,584.133,7,39,1,47,0.119835722,0.667656167,0.804611279,-0.649973133,0.223940638,-0.271346361
7,Leicestershire,East Midlands,2009/10,Q3,1069.906,46,38,2,86,0.429944313,0.355171389,0.803808933,0.161092706,-0.751102589,-0.272565119
36,Cumbria,North West,2016/17,Q4,497.906,6,33,1,40,0.120504674,0.662775705,0.80336449,-0.648223542,0.208712177,-0.273240223
12,Cumbria,North West,2010/11,Q4,497.906,9,29,2,40,0.18075701,0.582439256,0.80336449,-0.490638058,-0.041960867,-0.273240223
10,Staffordshire,West Midlands,2010/11,Q2,1120.348,19,70,1,90,0.169590163,0.624805864,0.803321825,-0.519844113,0.090235251,-0.273305032
44,Dorset,South West,2018/19,Q4,771.884,23,38,1,62,0.297972234,0.492301952,0.803229501,-0.184070402,-0.323215421,-0.273445272
18,South Yorkshire,Yorkshire,2012/13,Q2,1384.969,49,61,1,111,0.353798533,0.440443071,0.801461982,-0.038060891,-0.485030185,-0.27613012
43,Cheshire,North West,2018/19,Q3,1048.087,11,72,1,84,0.104953119,0.686965872,0.801460184,-0.688897469,0.284192522,-0.276132851
19,Cambridgeshire,East,2012/13,Q3,849.035,20,46,2,68,0.235561549,0.541791563,0.800909268,-0.347300883,-0.168793467,-0.276969689
12,Cambridgeshire,East,2010/11,Q4,849.035,22,45,1,68,0.259117704,0.530013486,0.800909268,-0.28569152,-0.205544488,-0.276969689
17,Cambridgeshire,East,2012/13,Q1,849.035,25,41,2,68,0.294451937,0.482901176,0.800909268,-0.193277477,-0.352548572,-0.276969689
3,North Yorkshire,Yorkshire,2008/09,Q3,813.233,17,44,4,65,0.209042181,0.541050351,0.799278927,-0.416660309,-0.171106265,-0.279446164
21,Thames Valley,South East,2013/14,Q1,2379.191,79,107,4,190,0.332045641,0.449732703,0.798590781,-0.094953954,-0.456043836,-0.280491453
20,Cleveland,North East,2012/13,Q4,564.3,12,32,1,45,0.212652844,0.567074251,0.797448166,-0.407216889,-0.089904141,-0.282227077
15,Cleveland,North East,2011/12,Q3,564.3,15,30,0,45,0.265816055,0.531632111,0.797448166,-0.268172484,-0.200493909,-0.282227077
34,Avon and Somerset,South West,2016/17,Q2,1680.715,45,86,3,134,0.267743193,0.51168699,0.797279729,-0.2631322,-0.262728474,-0.282482932
10,Avon and Somerset,South West,2010/11,Q2,1680.715,49,82,3,134,0.291542588,0.487887595,0.797279729,-0.200886662,-0.336989496,-0.282482932
26,Derbyshire,East Midlands,2014/15,Q2,1041.998,28,53,2,83,0.268714527,0.508638212,0.796546634,-0.260591747,-0.272241547,-0.283596497
37,Durham,North East,2017/18,Q1,627.789,7,43,0,50,0.111502432,0.684943508,0.79644594,-0.671768233,0.277882159,-0.283749452
32,Durham,North East,2015/16,Q4,627.789,12,38,0,50,0.191147026,0.605298914,0.79644594,-0.46346375,0.029367904,-0.283749452
35,Northumbria,North East,2016/17,Q3,1444.759,46,66,3,115,0.318392202,0.456823595,0.795980506,-0.130663501,-0.433918196,-0.284456442
25,Lancashire,North West,2014/15,Q1,1485.042,32,84,2,118,0.215482121,0.565640568,0.794590321,-0.399817127,-0.09437765,-0.286568122
32,Leicestershire,East Midlands,2015/16,Q4,1069.906,37,47,1,85,0.345824773,0.439290928,0.794462317,-0.058915662,-0.488625205,-0.28676256
12,Staffordshire,West Midlands,2010/11,Q4,1120.348,22,64,3,89,0.196367557,0.571251076,0.794396027,-0.44980984,-0.076871236,-0.286863254
6,Hampshire,South East,2009/10,Q2,1969.331,40,116,0,156,0.203114662,0.589032519,0.792147181,-0.432163292,-0.02138797,-0.290279235
14,Avon and Somerset,South West,2011/12,Q2,1680.715,51,80,2,133,0.303442285,0.475987898,0.79132988,-0.169763893,-0.374120006,-0.291520709
39,North Wales,Wales,2017/18,Q3,695.822,8,47,0,55,0.114971932,0.675460103,0.790432036,-0.662694012,0.248291183,-0.292884528
30,Hertfordshire,East,2015/16,Q2,1176.72,28,61,4,93,0.237949555,0.518390101,0.79033245,-0.341055233,-0.241812822,-0.293035799
15,Warwickshire,West Midlands,2011/12,Q3,556.75,13,31,0,44,0.233497979,0.556802874,0.790300853,-0.352697996,-0.12195382,-0.293083793
34,Warwickshire,West Midlands,2016/17,Q2,556.75,18,25,1,44,0.323304894,0.449034576,0.790300853,-0.117814722,-0.458222197,-0.293083793
12,Northumbria,North East,2010/11,Q4,1444.759,37,76,1,114,0.256098076,0.526039291,0.789058936,-0.293589133,-0.21794513,-0.294970256
41,North Yorkshire,Yorkshire,2018/19,Q1,813.233,13,50,1,64,0.159855785,0.614829944,0.786982329,-0.54530365,0.059107485,-0.298124608
4,West Mercia,West Midlands,2008/09,Q4,1258.711,36,60,3,99,0.286006875,0.476678125,0.786518907,-0.215364903,-0.371966296,-0.298828542
33,Gloucestershire,South West,2016/17,Q1,623.129,11,36,2,49,0.176528456,0.577729491,0.786354029,-0.501697527,-0.056656699,-0.29907899
5,Gloucestershire,South West,2009/10,Q1,623.129,14,34,1,49,0.22467258,0.545633408,0.786354029,-0.375780169,-0.156805796,-0.29907899
26,Gloucestershire,South West,2014/15,Q2,623.129,21,26,2,49,0.33700887,0.417249077,0.786354029,-0.081972999,-0.557402181,-0.29907899
20,Gloucestershire,South West,2012/13,Q4,623.129,24,25,0,49,0.385152994,0.401201035,0.786354029,0.043944359,-0.607476729,-0.29907899
19,Staffordshire,West Midlands,2012/13,Q3,1120.348,21,67,0,88,0.187441759,0.59802847,0.785470229,-0.473154597,0.006682007,-0.300421477
8,Staffordshire,West Midlands,2009/10,Q4,1120.348,19,67,2,88,0.169590163,0.59802847,0.785470229,-0.519844113,0.006682007,-0.300421477
11,Staffordshire,West Midlands,2010/11,Q3,1120.348,28,58,2,88,0.249922346,0.517696287,0.785470229,-0.309741294,-0.243977724,-0.300421477
3,Northumbria,North East,2008/09,Q3,1444.759,43,70,0,113,0.297627494,0.484509873,0.782137367,-0.184972045,-0.347528969,-0.30548407
26,South Wales,Wales,2014/15,Q2,1317.325,14,88,1,103,0.106275976,0.66802042,0.781887537,-0.685437637,0.225077212,-0.305863559
32,Thames Valley,South East,2015/16,Q4,2379.191,69,116,1,186,0.290014547,0.487560688,0.781778344,-0.204883138,-0.338009543,-0.306029423
30,Lincolnshire,East Midlands,2015/16,Q2,743.413,6,46,6,58,0.080708839,0.618767764,0.780185442,-0.752306573,0.071394627,-0.308449029
12,Lincolnshire,East Midlands,2010/11,Q4,743.413,16,41,1,58,0.21522357,0.551510399,0.780185442,-0.400493347,-0.138467879,-0.308449029
11,South Yorkshire,Yorkshire,2010/11,Q3,1384.969,49,58,1,108,0.353798533,0.418781937,0.779800848,-0.038060891,-0.552619213,-0.309033226
17,South Yorkshire,Yorkshire,2012/13,Q1,1384.969,51,56,1,108,0.368239289,0.40434118,0.779800848,-0.000292171,-0.597678566,-0.309033226
18,Cleveland,North East,2012/13,Q2,564.3,12,30,2,44,0.212652844,0.531632111,0.779727096,-0.407216889,-0.200493909,-0.309145254
22,Cleveland,North East,2013/14,Q2,564.3,14,27,3,44,0.248094985,0.4784689,0.779727096,-0.314520619,-0.366378561,-0.309145254
33,Wiltshire,South West,2016/17,Q1,706.314,11,44,0,55,0.155738099,0.622952398,0.778690497,-0.55607315,0.084451899,-0.310719839
40,Wiltshire,South West,2017/18,Q4,706.314,16,39,0,55,0.226528145,0.552162353,0.778690497,-0.370927077,-0.136433593,-0.310719839
14,West Mercia,West Midlands,2011/12,Q2,1258.711,19,77,2,98,0.150948073,0.611736928,0.778574272,-0.568601106,0.049456376,-0.310896386
42,Cambridgeshire,East,2018/19,Q2,849.035,28,37,1,66,0.329786169,0.435788866,0.777353113,-0.100863433,-0.499552656,-0.312751317
18,Cambridgeshire,East,2012/13,Q2,849.035,32,32,2,66,0.376898479,0.376898479,0.777353113,0.022355292,-0.683307761,-0.312751317
6,Derbyshire,East Midlands,2009/10,Q2,1041.998,34,45,2,81,0.326296212,0.431862633,0.77735274,-0.109991155,-0.511803643,-0.312751884
10,Derbyshire,East Midlands,2010/11,Q2,1041.998,36,42,3,81,0.345490107,0.403071791,0.77735274,-0.059790958,-0.601639429,-0.312751884
39,Dorset,South West,2017/18,Q3,771.884,16,42,2,60,0.207285032,0.54412321,0.777318872,-0.421255999,-0.161518052,-0.312803329
21,Humberside,Yorkshire,2013/14,Q1,927.866,17,52,3,72,0.183216111,0.560425751,0.775974117,-0.484206464,-0.110649391,-0.314846002
13,Avon and Somerset,South West,2011/12,Q1,1680.715,50,76,4,130,0.297492436,0.452188503,0.773480334,-0.185325277,-0.448381028,-0.318634039
7,Cheshire,North West,2009/10,Q3,1048.087,24,53,4,81,0.228988624,0.505683211,0.772836606,-0.364491878,-0.281462008,-0.319611858
6,Warwickshire,West Midlands,2009/10,Q2,556.75,9,34,0,43,0.161652447,0.610687023,0.77233947,-0.540604615,0.046180368,-0.320367004
10,Warwickshire,West Midlands,2010/11,Q2,556.75,13,28,2,43,0.233497979,0.502918725,0.77233947,-0.352697996,-0.290088009,-0.320367004
32,Gloucestershire,South West,2015/16,Q4,623.129,9,39,0,48,0.144432373,0.625873615,0.770305988,-0.585642433,0.093566945,-0.323455848
13,Gloucestershire,South West,2011/12,Q1,623.129,14,34,0,48,0.22467258,0.545633408,0.770305988,-0.375780169,-0.156805796,-0.323455848
7,Derbyshire,East Midlands,2009/10,Q3,1041.998,29,50,1,80,0.278311475,0.47984737,0.767755792,-0.235491648,-0.362077333,-0.327329577
11,Derbyshire,East Midlands,2010/11,Q3,1041.998,40,39,1,80,0.383877896,0.374280949,0.767755792,0.040609436,-0.691475215,-0.327329577
31,Hampshire,South East,2015/16,Q3,1969.331,33,116,2,151,0.167569596,0.589032519,0.766757848,-0.525128755,-0.02138797,-0.328845447
26,Leicestershire,East Midlands,2014/15,Q2,1069.906,31,50,1,82,0.28974508,0.467330775,0.766422471,-0.205587907,-0.401132744,-0.329354883
9,Essex,East,2010/11,Q1,1802.164,57,75,6,138,0.31628642,0.416166342,0.76574607,-0.136171017,-0.560780627,-0.330382331
1,Durham,North East,2008/09,Q1,627.789,12,35,1,48,0.191147026,0.557512158,0.764588102,-0.46346375,-0.119740648,-0.332141275
27,Kent,South East,2014/15,Q3,1820.435,42,91,6,139,0.230714088,0.499880523,0.763553766,-0.359979057,-0.29956808,-0.333712424
35,Cheshire,North West,2016/17,Q3,1048.087,23,56,1,80,0.219447431,0.534306789,0.763295413,-0.389446154,-0.192148134,-0.33410486
16,West Mercia,West Midlands,2011/12,Q4,1258.711,22,72,2,96,0.174781979,0.572013751,0.762685001,-0.506265305,-0.074491469,-0.335032072
13,West Mercia,West Midlands,2011/12,Q1,1258.711,38,56,2,96,0.301896146,0.444899584,0.762685001,-0.173807703,-0.471124572,-0.335032072
34,Hampshire,South East,2016/17,Q2,1969.331,45,101,4,150,0.228503995,0.512864521,0.761679982,-0.36575939,-0.259054237,-0.336558689
40,Avon and Somerset,South West,2017/18,Q4,1680.715,48,78,2,128,0.285592739,0.464088201,0.761580637,-0.216448046,-0.411250517,-0.336709593
28,South Wales,Wales,2014/15,Q4,1317.325,23,77,0,100,0.174596246,0.584517868,0.759114114,-0.506751076,-0.035474994,-0.340456224
17,Staffordshire,West Midlands,2012/13,Q1,1120.348,25,56,4,85,0.223144951,0.499844691,0.758692835,-0.379775567,-0.299679886,-0.341096144
28,Hertfordshire,East,2014/15,Q4,1176.72,30,58,1,89,0.254945951,0.492895506,0.756339656,-0.296602428,-0.32136336,-0.344670605
28,West Mercia,West Midlands,2014/15,Q4,1258.711,28,66,1,95,0.222449792,0.524345938,0.754740365,-0.381593704,-0.223228883,-0.347099916
17,Essex,East,2012/13,Q1,1802.164,66,68,2,136,0.366226381,0.37732415,0.754648301,-0.005556782,-0.681979542,-0.347239761
28,Northumbria,North East,2014/15,Q4,1444.759,36,70,3,109,0.249176506,0.484509873,0.754451088,-0.311691981,-0.347528969,-0.347539325
16,Humberside,Yorkshire,2011/12,Q4,927.866,28,40,2,70,0.301767712,0.431096732,0.75441928,-0.174143613,-0.514193478,-0.347587642
32,Warwickshire,West Midlands,2015/16,Q4,556.75,6,36,0,42,0.107768298,0.646609789,0.754378087,-0.681534579,0.158269827,-0.347650214
31,Warwickshire,West Midlands,2015/16,Q3,556.75,9,32,1,42,0.161652447,0.574764257,0.754378087,-0.540604615,-0.065909091,-0.347650214
13,Warwickshire,West Midlands,2011/12,Q1,556.75,18,23,1,42,0.323304894,0.41311181,0.754378087,-0.117814722,-0.570311656,-0.347650214
18,Gloucestershire,South West,2012/13,Q2,623.129,15,32,0,47,0.240720621,0.513537325,0.754257947,-0.333807716,-0.256954892,-0.347832706
24,Gloucestershire,South West,2013/14,Q4,623.129,21,24,2,47,0.33700887,0.385152994,0.754257947,-0.081972999,-0.657551277,-0.347832706
23,Cheshire,North West,2013/14,Q3,1048.087,27,50,2,79,0.257612202,0.477059633,0.753754221,-0.289629049,-0.370775881,-0.348597862
37,Lincolnshire,East Midlands,2017/18,Q1,743.413,11,44,1,56,0.147966205,0.591864818,0.753282496,-0.57639996,-0.012550375,-0.349314409
28,Hampshire,South East,2014/15,Q4,1969.331,33,112,3,148,0.167569596,0.568721053,0.751524249,-0.525128755,-0.084765641,-0.351985174
17,South Wales,Wales,2012/13,Q1,1317.325,19,75,5,99,0.144231682,0.569335585,0.751522973,-0.586167325,-0.082848122,-0.351987112
41,Devon and Cornwall,South West,2018/19,Q1,1733.911,26,102,2,130,0.149950026,0.588265488,0.749750131,-0.571211422,-0.023781331,-0.354680045
20,Derbyshire,East Midlands,2012/13,Q4,1041.998,36,42,0,78,0.345490107,0.403071791,0.748561897,-0.059790958,-0.601639429,-0.356484964
12,North Wales,Wales,2010/11,Q4,695.822,16,36,0,52,0.229943865,0.517373696,0.747317561,-0.361993516,-0.244984301,-0.358375101
21,Cleveland,North East,2013/14,Q1,564.3,10,31,1,42,0.177210704,0.549353181,0.744284955,-0.499913159,-0.145199025,-0.362981608
32,Cheshire,North West,2015/16,Q4,1048.087,25,52,1,78,0.238529817,0.496142019,0.744213028,-0.339537601,-0.311233299,-0.363090864
11,Cheshire,North West,2010/11,Q3,1048.087,30,44,4,78,0.28623578,0.419812477,0.744213028,-0.21476622,-0.549403627,-0.363090864
12,South Wales,Wales,2010/11,Q4,1317.325,32,64,2,98,0.242916516,0.485833033,0.743931832,-0.328064516,-0.343400327,-0.363518
37,Avon and Somerset,South West,2017/18,Q1,1680.715,51,73,1,125,0.303442285,0.434338957,0.743731091,-0.169763893,-0.504076794,-0.363822924
25,Cambridgeshire,East,2014/15,Q1,849.035,24,38,1,63,0.282673859,0.447566944,0.74201888,-0.224082158,-0.462801635,-0.366423759
5,Northumbria,North East,2009/10,Q1,1444.759,26,80,1,107,0.17996081,0.553725569,0.740607949,-0.492720461,-0.131555903,-0.368566953
31,Lincolnshire,East Midlands,2015/16,Q3,743.413,12,43,0,55,0.161417678,0.578413345,0.739831023,-0.541218637,-0.054522877,-0.369747099
36,Lincolnshire,East Midlands,2016/17,Q4,743.413,20,35,0,55,0.269029463,0.47080156,0.739831023,-0.259768057,-0.390302887,-0.369747099
33,Derbyshire,East Midlands,2016/17,Q1,1041.998,28,45,4,77,0.268714527,0.431862633,0.73896495,-0.260591747,-0.511803643,-0.371062657
18,West Mercia,West Midlands,2012/13,Q2,1258.711,17,67,9,93,0.135058802,0.532290573,0.738851094,-0.610158306,-0.198439314,-0.371235603
2,Dorset,South West,2008/09,Q2,771.884,5,50,2,57,0.064776573,0.647765726,0.738452928,-0.793976224,0.161876688,-0.371840414
30,Gloucestershire,South West,2015/16,Q2,623.129,8,34,4,46,0.128384331,0.545633408,0.738209905,-0.627614886,-0.156805796,-0.372209565
27,Gloucestershire,South West,2014/15,Q3,623.129,17,27,2,46,0.272816704,0.433297118,0.738209905,-0.24986281,-0.507327633,-0.372209565
8,Suffolk,East,2009/10,Q4,745.274,14,38,3,55,0.187850374,0.509879588,0.737983614,-0.472085895,-0.268368095,-0.372553299
30,North Yorkshire,Yorkshire,2015/16,Q2,813.233,11,47,2,60,0.135262588,0.577940148,0.737795933,-0.60962532,-0.05599939,-0.372838385
13,South Yorkshire,Yorkshire,2011/12,Q1,1384.969,37,61,4,102,0.267153994,0.440443071,0.736478578,-0.264673205,-0.485030185,-0.374839438
26,Warwickshire,West Midlands,2014/15,Q2,556.75,11,30,0,41,0.197575213,0.538841491,0.736416704,-0.446651306,-0.17799855,-0.374933424
23,South Wales,Wales,2013/14,Q3,1317.325,24,72,1,97,0.182187387,0.546562162,0.73634069,-0.486897014,-0.153907814,-0.375048888
1,Cheshire,North West,2008/09,Q1,1048.087,32,43,2,77,0.305318165,0.410271285,0.734671835,-0.164857668,-0.579174918,-0.377583867
2,Northumbria,North East,2008/09,Q2,1444.759,26,78,2,106,0.17996081,0.53988243,0.73368638,-0.492720461,-0.174750517,-0.379080767
16,Durham,North East,2011/12,Q4,627.789,10,36,0,46,0.159289188,0.573441077,0.732730264,-0.546785543,-0.070037798,-0.380533099
30,Durham,North East,2015/16,Q2,627.789,10,35,1,46,0.159289188,0.557512158,0.732730264,-0.546785543,-0.119740648,-0.380533099
35,Durham,North East,2016/17,Q3,627.789,7,35,4,46,0.111502432,0.557512158,0.732730264,-0.671768233,-0.119740648,-0.380533099
21,Staffordshire,West Midlands,2013/14,Q1,1120.348,18,63,1,82,0.160664365,0.562325278,0.731915441,-0.54318887,-0.104722318,-0.38177081
25,Kent,South East,2014/15,Q1,1820.435,42,90,1,133,0.230714088,0.494387331,0.730594611,-0.359979057,-0.316708435,-0.383777142
1,Cambridgeshire,East,2008/09,Q1,849.035,19,43,0,62,0.223783472,0.506457331,0.730240803,-0.378105564,-0.27904653,-0.384314573
8,Cambridgeshire,East,2009/10,Q4,849.035,23,35,4,62,0.270895782,0.412232711,0.730240803,-0.254886839,-0.573054698,-0.384314573
27,Derbyshire,East Midlands,2014/15,Q3,1041.998,32,44,0,76,0.307102317,0.422265686,0.729368003,-0.160191353,-0.541748905,-0.38564035
29,South Wales,Wales,2015/16,Q1,1317.325,23,71,2,96,0.174596246,0.538971021,0.728749549,-0.506751076,-0.177594378,-0.386579776
6,Norfolk,East,2009/10,Q2,892.87,14,49,2,65,0.156797742,0.548792097,0.727989517,-0.553301733,-0.146949768,-0.38773426
40,Norfolk,East,2017/18,Q4,892.87,29,36,0,65,0.324795323,0.403194194,0.727989517,-0.113916618,-0.601257496,-0.38773426
1,Cleveland,North East,2008/09,Q1,564.3,7,34,0,41,0.124047492,0.602516392,0.726563884,-0.638957563,0.020685628,-0.389899785
43,Lincolnshire,East Midlands,2018/19,Q3,743.413,21,33,0,54,0.282480936,0.443898614,0.726379549,-0.224586734,-0.47424789,-0.390179789
39,Avon and Somerset,South West,2017/18,Q3,1680.715,63,52,7,122,0.37484047,0.309392134,0.725881544,0.016972723,-0.893947156,-0.390936255
2,North Yorkshire,Yorkshire,2008/09,Q2,813.233,9,47,3,59,0.11066939,0.577940148,0.725499334,-0.673946991,-0.05599939,-0.391516829
15,North Yorkshire,Yorkshire,2011/12,Q3,813.233,14,45,0,59,0.172152384,0.55334695,0.725499334,-0.513142814,-0.132737307,-0.391516829
24,Kent,South East,2013/14,Q4,1820.435,53,78,1,132,0.291139206,0.42846902,0.725101418,-0.201941677,-0.522392702,-0.392121261
31,Kent,South East,2015/16,Q3,1820.435,53,77,2,132,0.291139206,0.422975827,0.725101418,-0.201941677,-0.539533057,-0.392121261
29,Suffolk,East,2015/16,Q1,745.274,10,43,1,54,0.134178839,0.576969007,0.72456573,-0.612459784,-0.059029629,-0.392934967
18,Suffolk,East,2012/13,Q2,745.274,23,31,0,54,0.30861133,0.415954401,0.72456573,-0.156244643,-0.561441946,-0.392934967
43,Suffolk,East,2018/19,Q3,745.274,22,30,2,54,0.295193446,0.402536517,0.72456573,-0.191338115,-0.60330964,-0.392934967
39,West Mercia,West Midlands,2017/18,Q3,1258.711,25,63,3,91,0.198615886,0.500512032,0.722961824,-0.443929505,-0.297597589,-0.395371289
14,Northumbria,North East,2011/12,Q2,1444.759,36,64,4,104,0.249176506,0.442980456,0.71984324,-0.311691981,-0.477112809,-0.400108395
5,Derbyshire,East Midlands,2009/10,Q1,1041.998,36,38,1,75,0.345490107,0.364684001,0.719771055,-0.059790958,-0.721420477,-0.400218043
4,North Wales,Wales,2008/09,Q4,695.822,5,43,2,50,0.071857458,0.617974137,0.718574578,-0.775456698,0.06891828,-0.402035484
27,North Wales,Wales,2014/15,Q3,695.822,9,41,0,50,0.129343424,0.589231154,0.718574578,-0.62510645,-0.020768172,-0.402035484
29,Warwickshire,West Midlands,2015/16,Q1,556.75,13,25,2,40,0.233497979,0.449034576,0.718455321,-0.352697996,-0.458222197,-0.402216634
16,Warwickshire,West Midlands,2011/12,Q4,556.75,19,20,1,40,0.341266278,0.359227661,0.718455321,-0.070838067,-0.738445844,-0.402216634
14,Merseyside,North West,2011/12,Q2,1406.447,52,44,5,101,0.369725983,0.312845063,0.718121621,0.003596166,-0.883173015,-0.402723522
29,Hampshire,South East,2015/16,Q1,1969.331,36,103,2,141,0.182803196,0.523020254,0.715979183,-0.485286414,-0.227365401,-0.40597787
6,West Mercia,West Midlands,2009/10,Q2,1258.711,33,55,2,90,0.262172969,0.436954948,0.715017188,-0.277700704,-0.495914141,-0.407439133
20,Staffordshire,West Midlands,2012/13,Q4,1120.348,19,61,0,80,0.169590163,0.544473681,0.714063844,-0.519844113,-0.16042448,-0.408887255
23,Staffordshire,West Midlands,2013/14,Q3,1120.348,26,52,2,80,0.232070749,0.464141499,0.714063844,-0.356430809,-0.411084211,-0.408887255
14,Staffordshire,West Midlands,2011/12,Q2,1120.348,29,51,0,80,0.258848144,0.455215701,0.714063844,-0.286396536,-0.438935292,-0.408887255
18,Avon and Somerset,South West,2012/13,Q2,1680.715,56,62,2,120,0.333191529,0.368890621,0.713981847,-0.091956969,-0.708294602,-0.409011809
22,South Wales,Wales,2013/14,Q2,1317.325,20,72,2,94,0.151822823,0.546562162,0.713567267,-0.566313263,-0.153907814,-0.409641553
34,North Yorkshire,Yorkshire,2016/17,Q2,813.233,6,51,1,58,0.073779593,0.627126543,0.713202735,-0.770429496,0.097476444,-0.410195274
35,North Yorkshire,Yorkshire,2016/17,Q3,813.233,6,50,2,58,0.073779593,0.614829944,0.713202735,-0.770429496,0.059107485,-0.410195274
4,Lincolnshire,East Midlands,2008/09,Q4,743.413,17,34,2,53,0.228675043,0.457350087,0.712928076,-0.365312025,-0.432275388,-0.410612479
23,Dorset,South West,2013/14,Q3,771.884,20,34,1,55,0.259106291,0.440480694,0.712542299,-0.285721372,-0.484912791,-0.411198471
23,Suffolk,East,2013/14,Q3,745.274,15,36,2,53,0.201268258,0.48304382,0.711147846,-0.436992422,-0.352103481,-0.413316635
16,Suffolk,East,2011/12,Q4,745.274,19,31,3,53,0.254939794,0.415954401,0.711147846,-0.296618532,-0.561441946,-0.413316635
6,Gloucestershire,South West,2009/10,Q2,623.129,13,29,2,44,0.208624538,0.465393201,0.706113822,-0.417752622,-0.407178537,-0.420963281
37,Cheshire,North West,2017/18,Q1,1048.087,19,53,2,74,0.181282661,0.505683211,0.706048257,-0.489263259,-0.281462008,-0.421062873
21,South Wales,Wales,2013/14,Q1,1317.325,21,71,1,93,0.159413964,0.538971021,0.705976126,-0.546459201,-0.177594378,-0.421172441
36,North Wales,Wales,2016/17,Q4,695.822,17,28,4,49,0.244315357,0.402401764,0.704203086,-0.324405955,-0.603730108,-0.423865675
22,Kent,South East,2013/14,Q2,1820.435,39,88,1,128,0.21423451,0.483400945,0.703128648,-0.40308016,-0.350989146,-0.425497739
28,Kent,South East,2014/15,Q4,1820.435,46,79,3,128,0.252686858,0.433962212,0.703128648,-0.302510919,-0.505252346,-0.425497739
19,Cumbria,North West,2012/13,Q3,497.906,6,28,1,35,0.120504674,0.562355143,0.702943929,-0.648223542,-0.104629127,-0.425778326
23,Thames Valley,South East,2013/14,Q3,2379.191,66,98,3,167,0.277405219,0.411904719,0.701919266,-0.237861893,-0.574078129,-0.427334782
29,North Yorkshire,Yorkshire,2015/16,Q1,813.233,13,44,0,57,0.159855785,0.541050351,0.700906136,-0.54530365,-0.171106265,-0.428873718
7,Hampshire,South East,2009/10,Q3,1969.331,48,88,2,138,0.243737594,0.446852256,0.700745583,-0.325917049,-0.465031668,-0.429117597
28,Derbyshire,East Midlands,2014/15,Q4,1041.998,34,39,0,73,0.326296212,0.374280949,0.70057716,-0.109991155,-0.691475215,-0.42937343
24,Essex,East,2013/14,Q4,1802.164,52,70,4,126,0.288541997,0.388421919,0.699159455,-0.208734481,-0.647351281,-0.431526914
3,West Mercia,West Midlands,2008/09,Q3,1258.711,32,55,1,88,0.254228334,0.436954948,0.699127917,-0.298479304,-0.495914141,-0.43157482
7,Northumbria,North East,2009/10,Q3,1444.759,26,75,0,101,0.17996081,0.519117721,0.699078531,-0.492720461,-0.239542436,-0.431649837
20,Northumbria,North East,2012/13,Q4,1444.759,33,66,2,101,0.228411797,0.456823595,0.699078531,-0.366000525,-0.433918196,-0.431649837
28,Suffolk,East,2014/15,Q4,745.274,12,40,0,52,0.161014607,0.536715356,0.697729962,-0.542272839,-0.184632708,-0.433698303
9,Hertfordshire,East,2010/11,Q1,1176.72,33,45,4,82,0.280440547,0.382418927,0.696852267,-0.22992322,-0.666082359,-0.435031516
